title,tempo,rms,centroid,zcr,mfcc_mean
i like the way you kiss me,151.99908088235293,0.3224647641181946,3082.1109839420787,0.057904411764705885,10.6070652587732
time alone w u,105.46875,0.289324551820755,3107.4650395192616,0.05229919244630418,6.65618574222032
before we say goodbye,132.51201923076923,0.1957748681306839,2345.7769860850494,0.0541211768938661,-0.0018342862953307144
eat me alive,143.5546875,0.3947518467903137,3216.6094114969883,0.049116105118034055,13.407866091475354
how could u love somebody like me,147.65625,0.3299700915813446,2917.384103255651,0.06086565614115712,3.546510149680497
if u think im pretty,143.5546875,0.309253990650177,2744.898308367759,0.0490836034249226,8.153696906236185
superstar,139.6748310810811,0.3396001160144806,3836.8872705571407,0.07806623240373452,10.91262224752294
caroline,73.828125,0.3018916845321655,3539.104834060038,0.07234945983178655,10.164216010033925
i like the way you kiss me burnt,135.99917763157896,0.40353110432624817,2309.24504674518,0.04428846991099071,11.582662282869556
southbound,97.50884433962264,0.36898672580718994,3463.8905940277737,0.07475653964299536,10.238845502683347
